"Handle","Title","Description","SEO Title","SEO Description","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","SKU","Quantity","Regular Price","Sale Price","Cost","Images","Variant Image","Status","Collections","URL","Tax","Created","Updated","Length","Width","Height","Weight"
"Floral-Open-stainless-steel-Ring","Floral Open Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Floral Open Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",1,"200","150","","https://assets.wuiltstore.com/cmmdcntd80ezx01dfbwi9any9_nwl0z4xu4l9sj1e8ev4eatp333d5.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/Floral-Open-stainless-steel-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:21:10.994Z","","","",""
"Gold-Flower-Statement-stainless-steel-Ring","Gold Flower Statement Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Gold Flower Statement Stainless Steel Ring","Premium jewelry piece.","size","8",,,,,"",6,"220","150","","https://assets.wuiltstore.com/cmmdco4lr0f0501df10w4e27w_fnig3tscwloqt5cfs1uy6zskar1y.webp","","ACTIVE","","https://salmabehery.com/en/product/all/Gold-Flower-Statement-stainless-steel-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:20:01.513Z","","","",""
"Shell-ring-with-dangling-charm","Shell Ring With Dangling Charm","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Shell Ring With Dangling Charm","Premium jewelry piece.",,,,,,,"",2,"200","130","","https://assets.wuiltstore.com/cmmdcms7n0ez701df39f7b111_kx5hq0k35z3din1jtr8mzj2tnngv.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/Shell-ring-with-dangling-charm","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:12:50.441Z","","","",""
"Spinner-Anxiety-Ring-Clover-gold-flower","Spinner Anxiety Ring Clover Gold Flower","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Spinner Anxiety Ring Clover Gold Flower","Premium jewelry piece.",,,,,,,"",0,"220","","","https://assets.wuiltstore.com/cmmdcpmmi0f1601df0syq5foa_9baxgjdyk5qbkf7bfop7i78yuzv6.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Spinner-Anxiety-Ring-Clover-gold-flower","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:11:47.626Z","","","",""
"Skull-band-ring-with-white-details","Skull Band Ring With White Details","<div>stainless steel .</div>
<div>free size</div>","Skull Band Ring With White Details","Premium jewelry piece.",,,,,,,"",0,"185","120","","https://assets.wuiltstore.com/cmmdcmovh0ez501dfam4ucna8_nynqbm221id6v95ecod07a6exok7.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/Skull-band-ring-with-white-details","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:11:17.454Z","","","",""
"White-and-black-zigzag-flowers-stainless-steel-ring-","White And Black Zigzag Flowers Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","White And Black Zigzag Flowers Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"170","120","","https://assets.wuiltstore.com/cmmdcx2wm0f6501dfcvjd2q3s_ikiz58tm0bbku7hd5nxm97xtbspo.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/White-and-black-zigzag-flowers-stainless-steel-ring-","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:08:44.085Z","","","",""
"White--green-flowers-stainless-steel-ring","White  Green Flowers Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","White  Green Flowers Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdcw6ag0f5l01dfcnhfcey5_qjls238s3i4k8asrrqlpxxjgsahf.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/White--green-flowers-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:08:04.870Z","","","",""
"Turquoise-dots-stainless-steel-ring-","Turquoise Dots Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Turquoise Dots Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"165","","","https://assets.wuiltstore.com/cmmdcw9770f5n01dfbdqy297a_pwevp4rnsbtw0sql9szix2f1f343.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Turquoise-dots-stainless-steel-ring-","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:06:48.619Z","","","",""
"Sword-and-red-heart-necklace-","Sword And Red Heart Necklace","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Sword And Red Heart Necklace","Premium jewelry piece.",,,,,,,"",0,"385","","","https://assets.wuiltstore.com/cmmdcuaj70f4h01df3h454p86_uq6m0f6b93g3izf4ptwgwp46h96n.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Sword-and-red-heart-necklace-","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:05:50.778Z","","","",""
"Heart-and-Bow-Stainless-Steel-Necklace","🎀🩷سلسله استانلس ستيل مع دلايه القلب و الفيونكه","<ul>
<li>استانلس ستيل </li>
<li style=""direction:rtl;""><br></li>
</ul>","stainless steel necklace with bow","stainless steel",,,,,,,"",2,"300","200","","https://assets.wuiltstore.com/cmmdcj3tq0ewk01df7qzi63cf_zcrgyabm4c9k4qklnadj6ghny5wx.webp","","ACTIVE","Jewelry,Necklace","https://salmabehery.com/en/product/all/Heart-and-Bow-Stainless-Steel-Necklace","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:05:35.403Z","","","",""
"Willow-stainless-steel-necklace-","Willow Stainless Steel Necklace","<li>Stainless steel&nbsp;</li>","Willow Stainless Steel Necklace","Premium jewelry piece.",,,,,,,"",4,"250","190","","https://assets.wuiltstore.com/cmmdcjan90ewp01df9z7o883q_3igl9pl0ddrg2ummcknmomqsiwwg","","ACTIVE","Jewelry,Necklace","https://salmabehery.com/en/product/all/Willow-stainless-steel-necklace-","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:04:50.710Z","","","",""
"Classic-Tennis-Bracelet--Stainless-Steel","Classic Tennis Bracelet  Stainless Steel","<li>Stainless steel&nbsp;</li>","Classic Tennis Bracelet  Stainless Steel","Premium jewelry piece.",,,,,,,"",0,"250","190","","https://assets.wuiltstore.com/cmmdct7pw0f3p01dfhl66cppj_u7bohb3a0flw5ljwonve3y1phbbm.webp","","ACTIVE","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Classic-Tennis-Bracelet--Stainless-Steel","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:02:06.285Z","","","",""
"snake-ring-size-7-stainless-steel-silver","snake ring size 7 ,stainless steel , silver","<p>size 7</p>
<p>stainless steel</p>","snake ring size 7 ,stainless steel , silver","",,,,,,,"",5,"185","110","","https://assets.wuiltstore.com/cmms70p5801hs01ld8r5z951z_IMG_3414_5B1_5D.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/snake-ring-size-7-stainless-steel-silver","Global","2026-03-15T23:13:49.367Z","2026-04-14T21:00:54.706Z","","","",""
"Vintage-Heart-Chain-Bracelet--Stainless-Steel","Vintage Heart Chain Bracelet  Stainless Steel","<li>Stainless steel&nbsp;</li>","Vintage Heart Chain Bracelet  Stainless Steel","Premium jewelry piece.",,,,,,,"",5,"300","250","","https://assets.wuiltstore.com/cmmdctan90f3r01dfc7fp3i0l_uomhvp22yybakpkub3yt0nv93wii.webp","","ACTIVE","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Vintage-Heart-Chain-Bracelet--Stainless-Steel","Global","2026-03-06T15:45:35.309Z","2026-04-14T20:58:29.862Z","","","",""
"Skulls-stainless-steel-bracelet-","Skulls Stainless Steel Bracelet","<ul>
<li style=""list-style-type: none;"">
<ul>
<li>Stainless steel&nbsp;</li>
</ul>
</li>
</ul>","Skulls Stainless Steel Bracelet","Premium jewelry piece.",,,,,,,"",5,"350","250","","https://assets.wuiltstore.com/cmmdcuclt0f4j01df7193f2pa_w6h1ph9zkft9b9g2qozj48qjtlm7.webp","","ACTIVE","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Skulls-stainless-steel-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-14T20:58:09.594Z","","","",""
"Double-Chain-with-Crystals-Bracelet","Double Chain With Crystals Bracelet",,"Double Chain With Crystals Bracelet","Premium jewelry piece.",,,,,,,"",1,"320","275","","https://assets.wuiltstore.com/cmmdcufdi0f4l01df2gngezu9_mtpnyqryw7ee22kpr7vg97gpsqc5.webp","","ACTIVE","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Double-Chain-with-Crystals-Bracelet","Global","2026-03-06T15:45:35.309Z","2026-04-14T20:54:36.498Z","","","",""
"White-Mother-of-Pearl-platinum-Ring","White Mother Of Pearl Platinum Ring","<ul>
<li>platinum.</li>
<li>size.</li>
</ul>","White Mother Of Pearl Platinum Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdcpas10f0y01dfanj1enfn_8xyok8n6zvvqimp0ibjw0lvqzmqb.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/White-Mother-of-Pearl-platinum-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-14T17:07:08.848Z","","","",""
"White-vintage-ring-with-colorful-stones","White Vintage Ring With Colorful Stones","<ul>
<li>platinum .</li>
<li>free size .</li>
</ul>","White Vintage Ring With Colorful Stones","Premium jewelry piece.",,,,,,,"",0,"185","","","https://assets.wuiltstore.com/cmmdcqm610f1u01df9ykaa0si_inkijg8f39e36jewgzobty6i27ng.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/White-vintage-ring-with-colorful-stones","Global","2026-03-06T15:45:35.309Z","2026-04-14T17:06:42.281Z","","","",""
"pink-heart-shaped-necklace","pink heart shaped necklace","<p>stainless steel necklce with gold plated charm.</p>
<p>the lenght of the necklace 40CM with 5CM extention.</p>","pink heart shaped necklace","",,,,,,,"",0,"250","","","https://assets.wuiltstore.com/cmms4utjn01h101ld5udo804k_IMG_3348_5B1_5D.webp https://assets.wuiltstore.com/cmms4uyek01h301ldbbv2atzj_IMG_3347_5B1_5D.webp https://assets.wuiltstore.com/cmms4uv1j01ee01kvbiyq9hyn_IMG_3350_5B1_5D.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/pink-heart-shaped-necklace","Global","2026-03-15T22:13:47.988Z","2026-04-14T17:01:29.903Z","","","",""
"Sun-moon-rings-","Sun Moon Rings","<p>gold plated&nbsp;</p>","Sun Moon Rings","Premium jewelry piece.",,,,,,,"",0,"200","","","https://assets.wuiltstore.com/cmmdcoxwz0f0o01dfdhw41ks7_ixns2lh9ul4e8c668yzh0a5ut3zw","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Sun-moon-rings-","Global","2026-03-06T15:45:35.309Z","2026-04-06T16:07:02.251Z","","","",""
"Moon-and-sun-matching-rings-","Moon And Sun Matching Rings","<ul>
<li>Platinum.</li>
<li>free size .</li>
</ul>","Moon And Sun Matching Rings","Premium jewelry piece.",,,,,,,"",0,"200","","","https://assets.wuiltstore.com/cmmdcu9j60f4f01dfc66l97pf_75hbebrbwt3fmhncn4qq39ovuga7.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/Moon-and-sun-matching-rings-","Global","2026-03-06T15:45:35.309Z","2026-04-06T16:06:41.452Z","","","",""
"2-big-tree-leaves-stainless-steel-ring","2 Big Tree Leaves Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","2 Big Tree Leaves Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdcq7fo0f1k01dfcdz170fz_ctzz44d07uauc7zyecmzdm5q5yd7.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-big-tree-leaves-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"2-crystals-one-line--stainless-steel-ring","2 Crystals One Line  Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","2 Crystals One Line  Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"160","","","https://assets.wuiltstore.com/cmmdcttw00f4501dfg2koaiyb_1sqg5t4zo78ddtixbwnrbe7psn1q.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-crystals-one-line--stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"2-flowers-with-one-crystal-stainless-hand-hand-chain-","2 Flowers With One Crystal Stainless Hand Hand Chain","<li>Stainless steel&nbsp;</li>","2 Flowers With One Crystal Stainless Hand Hand Chain","Premium jewelry piece.",,,,,,,"",0,"350","","","https://assets.wuiltstore.com/cmmdcom8r0f0h01df4beo4pj5_pdwdf2aod3r37p18pjk1k6dvprik.webp","","DRAFT","Jewelry,Hand Chains","https://salmabehery.com/en/product/all/2-flowers-with-one-crystal-stainless-hand-hand-chain-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"2-lines-with-white-rock-in-the-middle-stainless-steel-ring","2 Lines With White Rock In The Middle Stainless Steel Ring","Premium jewelry piece.","2 Lines With White Rock In The Middle Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdci53z0evu01df2gce6shf_hvspyupo5bexj6usz1oectsivx6a.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-lines-with-white-rock-in-the-middle-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"2-small-tree-leaves-stainless-steel-ring","2 Small Tree Leaves Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","2 Small Tree Leaves Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"168","","","https://assets.wuiltstore.com/cmmdcqahg0f1m01df9oa29655_o6g0i8pvrlifwvhbayn0py31pm2m.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-small-tree-leaves-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"4-colorful-stones-stainless-steel-bracelet-","4 Colorful Stones Stainless Steel Bracelet","<li>Stainless steel&nbsp;</li>","4 Colorful Stones Stainless Steel Bracelet","Premium jewelry piece.",,,,,,,"",0,"285","","","https://assets.wuiltstore.com/cmmdcvkxh0f5901df4ezphjp5_nzwwsjmb1os7qqbvml0hcmc434pa.webp","","ACTIVE","Jewelry,Bracelet","https://salmabehery.com/en/product/all/4-colorful-stones-stainless-steel-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"4-rings-in-one-gold-and-silver-","4 Rings In One Gold And Silver","Premium jewelry piece.","4 Rings In One Gold And Silver","Premium jewelry piece.",,,,,,,"",0,"285","","","https://assets.wuiltstore.com/cmmdcq1ki0f1g01df5olmcfct_xj7nnzm0k49s19hv1y876tph3dkb.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/4-rings-in-one-gold-and-silver-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"5566cc03b4c5","5566Cc03B4C5","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","5566Cc03B4C5","Premium jewelry piece.",,,,,,,"",2,"200","","","https://assets.wuiltstore.com/cmmdcifnz0ew201dfbb9h5u1t_izrj3b5uq0a9skyls9a8ucw2vpar.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/5566cc03b4c5","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"780d79d4620b","780D79D4620B","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","780D79D4620B","Premium jewelry piece.",,,,,,,"",2,"220","","","https://assets.wuiltstore.com/cmmdceday0ete01dfawlx9zxf_ft42bza7cl8a6p0xx0loxvt1exg2.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/780d79d4620b","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"A-stainless-steel-necklace-with-a-white-stone-in-the-center-Royal-style-","A Stainless Steel Necklace With A White Stone In The Center Royal Style","<li>Stainless steel&nbsp;</li>","A Stainless Steel Necklace With A White Stone","Premium jewelry piece.",,,,,,,"",0,"200","","","https://assets.wuiltstore.com/cmmdcjmp20ewz01dfdjqa71sa_0hhcct6q5ptmrg7srkz2oj8sm82v.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/A-stainless-steel-necklace-with-a-white-stone-in-the-center-Royal-style-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Aurora-Bracelet--blue-baby-blue-and-white-crystals","Aurora Bracelet  Blue Baby Blue And White Crystals","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Aurora Bracelet  Blue Baby Blue And White Crystals","Premium jewelry piece.",,,,,,,"",2,"240","","","https://assets.wuiltstore.com/cmmdch1io0ev001dfglx77pmv_tty486c52guwj98dy71cty3v9xik.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Aurora-Bracelet--blue-baby-blue-and-white-crystals","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Aurora-Bracelet--purple-and-white-crystals-","Aurora Bracelet  Purple And White Crystals","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Aurora Bracelet  Purple And White Crystals","Premium jewelry piece.",,,,,,,"",2,"240","","","https://assets.wuiltstore.com/cmmdcgxu90euy01df4v2c4mes_mzkvobixoni2x4kea4zf4txr6xr4.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Aurora-Bracelet--purple-and-white-crystals-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Baby-blue-crystal-flowers-with-stainless-steel-","Baby Blue Crystal Flowers With Stainless Steel","<li>Stainless steel&nbsp;</li>","Baby Blue Crystal Flowers With Stainless Steel","Premium jewelry piece.",,,,,,,"",0,"280","","","https://assets.wuiltstore.com/cmmdcfuek0euc01df7ds3737q_n8vcy8qz81zroz8esv4pz5fkxuuj.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Baby-blue-crystal-flowers-with-stainless-steel-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Baby-blue-crystals-with-gold-Flowers-","Baby Blue Crystals With Gold Flowers","Premium jewelry piece.","Baby Blue Crystals With Gold Flowers","Premium jewelry piece.",,,,,,,"",2,"220","","","https://assets.wuiltstore.com/cmmdcilpc0ew601dfhd7n3pj2_bikijkhk9pkros50875g58afoizj.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Baby-blue-crystals-with-gold-Flowers-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Baby-blue-with-white-crystal-bracelet-","Baby Blue With White Crystal Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Baby Blue With White Crystal Bracelet","Premium jewelry piece.",,,,,,,"",2,"200","","","https://assets.wuiltstore.com/cmmdceuzo0etq01dfe0crhrok_ylx77dyy96659snguqbndst8dnac.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Baby-blue-with-white-crystal-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Basic-bracelets-","Basic Bracelets","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Basic Bracelets","Premium jewelry piece.",,,,,,,"",2,"200","","","https://assets.wuiltstore.com/cmmdcff1r0eu201df43c01xwz_lghrcqvil8aug2m8sk78sotbh3w1.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Basic-bracelets-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Beige-and-caramel-flowers-with-coral-crystals-","Beige And Caramel Flowers With Coral Crystals","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Beige And Caramel Flowers With Coral Crystals","Premium jewelry piece.",,,,,,,"",4,"200","","","https://assets.wuiltstore.com/cmmdckboh0exh01dfayauho5c_jjvx9sh9lc1rfmv96ydn7k21l0fi.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Beige-and-caramel-flowers-with-coral-crystals-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Big-white-flowers-necklace-","Big White Flowers Necklace","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Big White Flowers Necklace","Premium jewelry piece.",,,,,,,"",2,"300","","","https://assets.wuiltstore.com/cmmdcfamn0ety01df76ke7lem_dmszec7gmbequtx62l12u9sh294a.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Big-white-flowers-necklace-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Boho-Floral-Stack-stainless-steel-silver-Ring","Boho Floral Stack Stainless Steel Silver Ring","<li>Stainless steel&nbsp;</li>","Boho Floral Stack Stainless Steel Silver Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdcrvaa0f2p01df4ws6huy3_o88b5sorq3dqqtuoj198yh24qott.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Boho-Floral-Stack-stainless-steel-silver-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Charm-stainless-steel-bangle-","Charm Stainless Steel Bangle","<li>Stainless steel&nbsp;</li>","Charm Stainless Steel Bangle","Premium jewelry piece.",,,,,,,"",0,"300","","","https://assets.wuiltstore.com/cmmdclvse0eyj01df6vup5mlu_sks7n9vgl5z0easjnj3ew5ia28sx.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Charm-stainless-steel-bangle-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Colorful-flowers-bracelet-","Colorful Flowers Bracelet","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Colorful Flowers Bracelet","Premium jewelry piece.",,,,,,,"",2,"200","","","https://assets.wuiltstore.com/cmmdcegbb0etg01df1b2u7gky_wv9ncmv0kuo03z6yju5qqpjjwrl1.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Colorful-flowers-bracelet-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Crystal-Flora-stainless-steel-necklace-","Crystal Flora Stainless Steel Necklace","<li>Stainless steel&nbsp;</li>","Crystal Flora Stainless Steel Necklace","Premium jewelry piece.",,,,,,,"",0,"250","","","https://assets.wuiltstore.com/cmmdch7pb0ev601df7xh28e6a_ydd4wsd3205lrigt3vftlkwajewz.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Crystal-Flora-stainless-steel-necklace-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Crystals-cycles-stainless-steel-ring","Crystals Cycles Stainless Steel Ring","<p>free size&nbsp;</p>
<p>stainless steel</p>","Crystals Cycles Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"200","","","https://assets.wuiltstore.com/cmmdcpvl30f1c01df0hsndqy5_1l3ovwentqhsqmxvhlmzsihowna7.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Crystals-cycles-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Crystals-flower-stainless-steel-hand-chain-","Crystals Flower Stainless Steel Hand Chain","<li>Stainless steel&nbsp;</li>","Crystals Flower Stainless Steel Hand Chain","Premium jewelry piece.",,,,,,,"",0,"350","","","https://assets.wuiltstore.com/cmmdcoie90f0f01dfhoyf63sl_pngifyj9a424b7pwxp46zqeyqasw.webp","","DRAFT","Jewelry,Hand Chains","https://salmabehery.com/en/product/all/Crystals-flower-stainless-steel-hand-chain-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Elegant-Gold-Chain-with-Mixed-Gemstone-Drops-","Elegant Gold Chain With Mixed Gemstone Drops","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Elegant Gold Chain With Mixed Gemstone Drops","Premium jewelry piece.",,,,,,,"",0,"300","","","https://assets.wuiltstore.com/cmmdck5ou0exd01df9mw8gqac_lah24f3a8lc0h1q7xg3fhkmt0a84.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Elegant-Gold-Chain-with-Mixed-Gemstone-Drops-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Flower-spinner-ring-for-anxiety-","Flower Spinner Ring For Anxiety","Premium jewelry piece.","Flower Spinner Ring For Anxiety","Premium jewelry piece.",,,,,,,"",0,"220","","","https://assets.wuiltstore.com/cmmdcx5s00f6701df3x6y3i7q_d93rkq8gsnhw36f8fibvk2iydw34.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Flower-spinner-ring-for-anxiety-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Flowers-spinner-ring-for-anxiety-","Flowers Spinner Ring For Anxiety","Premium jewelry piece.","Flowers Spinner Ring For Anxiety","Premium jewelry piece.",,,,,,,"",0,"220","","","https://assets.wuiltstore.com/cmmdcwwbd0f6101dfhw1d4cuw_cyg6uqwdd2y2lrgbtoaprb3e6aih.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Flowers-spinner-ring-for-anxiety-","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
"Half-moon-and-stars-simpl-stainless-steel-ring","Half Moon And Stars Simpl Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Half Moon And Stars Simpl Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"110","","","https://assets.wuiltstore.com/cmmdchsc20evi01df3xn4170f_50d6zya59q19nfn6coqwox3x7ywp.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Half-moon-and-stars-simpl-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-06T02:06:35.903Z","","","",""
